iso3,iso2,imfn,country,region,income,year,ai01,ai02,ai03,ai04,ai05,ai06,ai07,ai08,ai09,ai10,ai11,ai12,ai13,ai14,ai15,ai16,ai17,ai18,ai19,ai20,ai21,ai22,ai23,ai24,ai25,ai26,ai27,ai28,ai29,ai30,ai31,ai32,ai33,ai34,ai35,ai36,am01,am02,am03,di01,di02,di03,di04,di05,di06,di07,di08,di09,di10,di11,di12,di13,di14,dm01,dm02,dm03,dm04,dm05,dm06,dm07,dm08,dm09,dm10,dm11,dm12,dm13,dm14,dm15,dm16,ei01,ei02,ei03,ei04,ei05,ei06,ei07,ei08,ei09,ei10,em01,si01,si02,si03,si04,si05,si06,si07,sm01,oi01,oi02,oi06,oi07,oi08,oi09,oi10,oi11,oi12,oi13,oi14,oi15,oi16,oi16a,oi17,oi18,oi19,oi20a,om01,om02
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55,16.38,,50.82,25.20,15.85,,19.62,,,,15.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,79.27,,,,,,19.62,,3051.35,,,,,,1.01,4.54,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18,14.90,,53.23,21.25,13.09,,15.72,0.18,0.60,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,90.20,,,,,,15.72,,2381.74,,,,,,1.55,5.62,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95,16.39,,53.58,22.89,14.20,,18.48,0.18,0.55,,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,,,,,,64.67,,,,,,18.48,,3412.88,,,,,,1.90,4.90,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47,17.75,,56.31,24.20,13.77,,19.17,0.20,0.69,,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,,,75.50,,,,,,19.17,,3825.39,,,,,,2.21,4.82,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,16.74,,57.32,21.61,12.46,,16.78,0.21,0.76,,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,,,,,,,82.79,,,,,,16.78,,3588.88,,0.53,,,,2.11,5.22,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.02,18.92,,61.34,19.30,11.93,,14.32,0.22,0.85,,15.02,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,,,,,,,104.89,,,,,,14.32,,3736.19,,0.46,,,,2.19,4.61,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27,20.84,,65.28,19.56,11.08,,14.83,0.23,0.92,,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,,,,129.95,,,,,,14.83,,3936.49,,0.41,10.86,62.67,73.53,2.44,5.04,11.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96,20.83,,64.00,18.44,11.72,,14.06,0.22,0.77,,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,134.89,,,,,,14.06,,4079.52,,0.31,14.52,72.62,87.15,2.39,6.21,11.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53,21.35,,67.87,20.47,10.11,,15.71,0.23,0.70,,18.53,,,,,,,0.13,0.84,0.98,,,,,,,,,,,12.81,,,,,,2.82,,,,,,,117.93,,,,,,15.71,,4856.52,-0.07,0.98,27.72,59.52,87.24,2.29,6.30,17.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52,22.56,,71.62,21.27,8.94,,16.68,0.24,0.68,,20.52,,,,,,,,0.77,0.77,,,,,,,,,,,11.12,,,,,,2.04,,,,,,,123.03,,,,,,16.68,,5150.54,,0.77,17.19,50.91,68.09,2.35,7.95,17.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68,22.49,,72.70,21.19,8.45,,15.42,0.22,0.70,,20.68,,,,,,,,0.82,0.82,,,,,,,,,,,11.55,,,,,,1.81,,,,,,,134.07,,,,,,15.42,,4774.56,,0.82,17.91,69.83,87.74,2.54,8.93,20.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77,22.14,,70.60,23.25,9.22,,18.23,0.22,0.77,,19.77,,,,,,,,0.78,0.78,,,,,2.62,,,,,7.93,10.71,10.61,5.68,0.94,10.03,84.23,2.37,1.14,12.08,,27.90,,,108.45,,21.21,,,29.55,18.23,44.15,5673.58,,0.78,29.56,55.81,85.37,3.09,10.46,21.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.10,25.68,1.08,68.88,23.14,11.60,,23.47,0.21,0.75,1.40,22.75,,22.77,,,,,,2.58,2.58,,,,,0.27,,,,,7.34,10.20,12.86,5.20,0.22,11.42,81.63,3.58,0.47,14.34,,27.05,8.10,8.30,94.16,14.10,20.01,,,39.96,23.47,54.84,5189.59,1.77,2.58,19.98,44.22,64.20,3.44,12.35,21.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.91,24.38,1.01,72.06,23.59,9.45,,23.98,0.20,0.86,1.42,21.55,,21.56,,,,,,2.32,2.32,,,,,0.22,,,,,7.36,9.95,13.01,5.29,0.36,8.59,83.83,3.46,0.55,10.77,,26.76,7.90,8.90,87.20,14.90,23.14,,,43.11,23.98,58.27,5853.52,,2.32,18.13,37.22,63.68,7.83,9.57,21.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,30.22,1.03,77.40,34.50,8.82,,34.83,0.21,0.83,1.45,26.64,,26.65,,,,,,3.59,3.59,,,,,,,,,,6.97,10.20,15.83,4.69,0.41,12.68,75.01,4.21,0.66,15.58,,27.95,6.50,9.00,74.71,15.60,19.69,,,45.88,34.83,60.79,8743.94,,3.59,11.88,27.04,38.93,9.95,9.16,23.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2004,,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01,31.51,1.08,77.67,35.58,9.06,,35.81,0.18,0.82,1.44,26.63,,26.63,,,,,0.64,4.69,5.32,,,,,0.25,0.21,6.69,5.02,,6.82,9.62,17.28,4.70,1.19,15.79,72.84,5.50,1.47,19.01,,28.12,7.10,8.90,72.62,14.50,19.17,,,47.14,35.81,63.27,9907.69,1.82,5.11,10.44,24.95,35.38,11.14,9.00,22.00,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2005,,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.12,34.70,1.09,79.65,37.31,8.87,,37.49,0.18,0.78,1.53,25.77,,25.77,,,,,0.56,4.13,4.69,,,5.98,0.61,0.32,,,,,6.83,8.68,14.94,4.61,1.38,16.68,73.09,9.57,1.70,20.44,,26.47,2.40,8.50,67.01,13.70,17.42,43.20,,49.88,37.49,64.63,11164.18,,4.50,5.58,24.05,29.63,11.45,8.32,23.00,11.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2006,,17.61,33.60,28.10,,,,,,,,,,,,,,,,,,,,,,,87.00,12.80,22.80,58.50,125.10,56.90,,17.60,9.80,20.50,,,,28.20,39.77,1.08,82.71,37.79,8.31,,38.06,0.18,0.73,1.50,28.83,,28.83,,,,,0.50,3.71,4.22,,,4.66,0.75,,,,,,5.86,8.26,15.01,3.80,1.36,17.81,68.99,11.57,1.69,22.17,,24.05,2.30,8.20,74.09,13.60,18.14,40.00,,62.09,38.06,75.67,12174.77,,4.05,3.74,24.07,27.81,12.44,9.60,26.00,12.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2007,,28.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.05,39.82,1.03,83.96,36.79,7.61,,37.10,0.20,0.74,1.40,28.64,,28.64,,,,,0.45,2.84,3.29,,,4.01,0.61,,,,,,6.91,8.07,13.67,4.53,1.67,22.08,70.42,11.77,2.02,26.70,,26.72,1.60,9.20,75.60,13.80,17.69,42.70,,67.15,37.10,82.31,12958.94,,3.14,4.61,25.14,29.75,12.62,14.57,42.00,13.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2008,,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.22,37.92,0.98,84.91,36.09,6.74,,36.44,0.20,0.70,1.33,27.76,,27.76,,,,,0.39,2.48,2.87,,0.03,2.55,0.75,0.19,,,,,6.68,8.31,16.55,4.12,1.79,21.20,63.36,10.70,2.20,26.00,,30.01,2.20,10.30,74.70,13.50,17.20,73.20,,66.21,36.44,79.34,14086.66,,2.74,3.48,22.14,25.62,11.49,14.97,44.00,32.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2009,,33.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26,37.47,1.01,85.24,38.66,6.49,,39.19,0.22,0.73,1.41,25.76,,25.76,,,,,0.27,2.57,2.84,,0.03,3.05,0.85,0.07,,,,,6.89,8.27,18.16,4.23,1.65,18.10,63.01,12.21,2.04,22.32,,30.66,2.70,6.90,64.45,15.90,19.66,47.40,,66.47,39.19,79.61,14245.67,,2.84,6.83,21.63,28.46,10.78,12.67,47.00,32.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2010,,34.25,49.10,33.50,,,,,,,,,,,,,,,,,,,,,,,61.00,26.60,26.20,71.50,156.70,38.00,,22.40,9.80,19.60,,,,23.73,36.72,1.01,85.97,39.18,5.99,,39.81,0.22,0.71,1.42,24.22,,24.22,,,,,0.25,2.35,2.59,,0.03,2.83,0.93,1.36,,,,,7.18,7.89,18.86,4.35,1.79,19.28,61.88,12.99,2.24,24.12,,31.01,2.11,6.73,59.62,15.72,17.99,62.90,,66.62,39.81,79.82,16019.62,,2.59,6.77,20.32,27.10,10.39,11.55,47.00,32.00,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2011,,35.09,,,22.32,10.22,13.72,,,,,,3.85,,3.13,1.74,3.70,10.03,5.72,6.91,13.00,,,,27.02,,,,,,,,,,,,,,,23.41,36.65,1.15,87.01,37.95,5.47,,38.53,0.27,0.94,1.83,23.96,,23.96,,,,,0.21,1.34,1.56,,0.04,1.65,0.68,,,,,,7.20,8.19,21.55,4.47,1.87,20.44,61.05,13.24,2.30,25.11,,30.51,1.61,6.60,60.75,15.34,20.72,73.35,,67.69,38.53,80.92,17231.41,-0.69,1.56,5.12,19.33,24.45,9.67,12.16,47.00,30.00,19.70,,,0.00,1.60,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2012,,35.73,,,,,,,,,,,,,,,,,,,,,,,30.82,,,,,,,,,,,,,,,31.64,39.10,1.14,87.86,39.34,5.40,,39.86,0.25,0.71,1.72,32.17,,32.17,,,,,1.21,2.68,3.89,,0.00,3.17,0.62,,0.40,,10.03,,6.77,8.19,18.24,4.05,1.64,18.27,62.86,7.47,2.07,23.06,,29.66,1.34,6.63,79.38,14.66,19.90,73.31,,67.25,39.86,80.16,18482.17,0.60,3.89,2.64,18.18,20.83,10.01,10.60,53.00,31.00,19.90,,,0.00,1.50,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2013,,36.10,,,,,,,,,,,,,,,,,,,,,,,33.17,,,,,,,,,,,,,,,32.57,40.61,1.19,88.34,40.43,5.36,,41.08,0.26,0.73,1.77,33.13,,33.13,,,,,2.26,3.26,5.53,,0.01,3.87,0.61,0.24,0.85,3.00,9.72,0.00,6.72,8.15,18.36,4.00,1.58,17.34,62.09,8.04,2.06,22.55,,30.36,1.19,6.92,79.28,14.78,19.01,75.20,,66.99,41.08,80.77,20165.52,0.94,5.53,3.11,17.63,20.75,10.01,10.50,53.00,30.00,20.10,,,0.00,1.40,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2014,,35.95,,,40.79,15.15,15.14,8.72,,3.29,9.94,55.75,11.77,45.21,2.61,,8.91,19.54,,6.30,16.22,19.83,1.37,,35.26,4.70,,,,,,,,,,,,,,32.95,41.43,1.22,88.61,40.52,5.33,,41.20,0.27,0.72,1.76,33.50,,33.50,,,,,2.42,2.99,5.41,,0.01,5.23,0.64,0.22,1.36,11.85,10.02,0.00,6.41,8.30,20.27,3.93,1.64,17.62,61.47,8.48,2.03,21.87,,30.54,1.29,6.94,79.97,14.56,17.88,71.15,,66.61,41.20,81.56,22273.02,-0.17,5.41,2.98,16.02,19.01,9.94,9.95,,,21.10,,,0.00,1.30,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2015,,35.90,,,,,,,,,,,,,,,,,,,,,,,36.07,,,,,,,,,,,,,,,34.65,43.24,1.25,88.96,41.17,5.37,,41.94,0.25,0.72,1.82,35.26,,35.26,,,,,2.25,2.78,5.03,,0.00,4.38,0.56,,,,,0.00,5.93,7.76,22.91,3.81,1.57,16.95,59.40,8.58,1.81,19.51,,30.33,1.35,6.86,82.63,14.11,12.61,80.02,,66.59,41.94,82.01,23732.34,,5.03,2.10,16.10,18.25,10.42,10.47,,,24.80,,,0.00,1.20,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2016,,34.94,,,,,,,,,,,,,,,,,,,,,,,37.55,,,,,,,,,,,,,,,35.14,44.20,1.20,89.16,41.73,5.37,,42.18,0.26,0.68,1.82,35.70,,35.70,,,,,2.12,3.68,5.80,,0.01,5.37,0.58,0.13,,,,0.00,5.80,7.63,22.99,3.77,1.37,14.95,60.15,9.06,1.55,16.97,,29.15,2.05,7.05,83.32,14.94,14.35,60.04,,66.77,42.18,81.72,25191.19,,5.80,2.53,15.94,18.53,11.15,9.44,,,24.50,,,0.00,1.30,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2017,,34.19,42.40,34.10,43.54,12.11,12.66,6.85,,6.30,6.49,42.26,9.73,32.40,,,,13.07,,6.59,15.87,26.72,1.52,,37.91,4.81,82.30,37.60,30.00,66.60,190.10,54.40,2.70,25.50,10.20,13.00,,,,34.57,44.10,1.25,89.13,42.01,5.38,,42.80,0.27,0.68,1.89,35.17,,35.17,,,,,2.23,4.09,6.32,,0.01,6.24,0.53,,1.15,,10.02,0.00,5.72,7.68,24.75,3.76,1.45,15.74,59.86,9.53,1.66,18.00,,30.13,2.32,6.97,80.76,15.91,11.59,53.69,,65.85,42.80,81.43,26777.31,,5.62,2.72,14.63,17.39,11.71,9.69,,,,,,0.00,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2018,,27.69,,,,,,,,,,,,,,,,,,,,,,,36.84,,,,,,,,,,,,,,,34.50,46.06,1.34,89.52,43.35,5.39,,44.89,0.31,0.82,1.93,35.11,,35.11,,,,,2.19,4.00,6.19,,0.01,5.73,0.46,0.02,,,,0.00,5.16,7.75,24.49,3.33,1.33,14.13,58.98,11.56,1.52,16.14,,30.29,2.18,7.08,76.86,15.90,11.55,61.50,,65.20,44.89,81.47,26927.08,,5.50,2.69,13.02,15.72,12.89,8.83,,,,,0.44,,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2019,,25.56,,,,,,,,,,,,,,,,,,,,,,,36.93,,,,,,,,,,,,,,,33.56,45.48,1.30,89.89,43.01,5.11,,44.94,0.35,0.88,1.86,34.14,,34.14,,,,,0.84,5.36,6.21,,0.01,7.34,0.47,0.07,,,,0.00,5.61,7.73,25.89,3.54,1.52,15.73,55.96,11.92,1.72,17.85,,31.63,2.20,6.94,74.66,16.42,11.36,72.09,,64.58,44.94,81.33,28242.13,-0.45,5.56,3.45,11.78,15.24,13.83,8.51,,,,,0.44,,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2020,,24.30,,,,,,,,,,,,,,,,,,,,,,,36.09,,,,,,,,,,,,,,,35.27,49.31,1.33,87.77,49.50,6.87,,51.93,0.35,0.97,1.96,35.90,,35.90,,,,,1.22,7.51,8.74,,0.01,8.48,0.45,0.66,0.27,7.63,6.52,,5.43,7.90,26.95,3.23,1.36,14.31,52.28,14.04,1.52,15.95,,29.76,1.83,6.48,67.92,16.24,11.44,79.05,,63.68,51.93,80.56,32018.67,-0.19,7.83,2.29,10.22,12.51,14.70,9.67,,,,,0.47,,,,
GTM,GT,258,Guatemala,Latin America & Caribbean,Upper middle income,2021,,24.03,,,,,,,,,,,,,,,,,,,,,,,36.91,,,,,,,,,,,,,,,35.32,49.68,1.24,88.93,48.13,6.18,,50.15,,,,35.86,,,,,,,,,,,,,,,0.81,,8.04,,5.75,,24.09,3.42,1.60,17.12,54.99,,1.85,19.85,,30.72,,,70.43,,12.04,,,64.69,50.15,81.02,32601.89,1.16,9.05,3.08,8.00,11.08,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
GUM,GU,829,Guam,East Asia & Pacific,High income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
